id,restaurant_name,rating,number_of_ratings,full_address,url
1149,Restaurace Cohiba,0,1,"Praha, Na spojce 87/8, 10100",https://www.restu.cz/restaurace-cohiba/
1150,Čertovka Malá Strana,0,1,"Praha, U lužického semináře 100/24, 11800",https://www.restu.cz/restaurace-certovka-mala-strana/
1151,Restaurace Červený Mlýn,0,1,"Praha, Konětopská 102/3, 18200",https://www.restu.cz/restaurace-cerveny-mlyn/
1152,Restaurace Červený trpaslík,0,2,"Praha, Gutova 1240/17, 10000",https://www.restu.cz/restaurace-cerveny-trpaslik/
1153,Český svět,0,3,"Praha, Plzeňská 233/8, 15000",https://www.restu.cz/restaurace-cesky-svet/
1154,Delta,0,1,"Praha, Toužimská 423/49, 19700",https://www.restu.cz/restaurace-delta-2/
1155,Dinitz Kosher Restaurant,4.0,15,"Praha, Bílkova 869/12, 11000",https://www.restu.cz/dinitz-kosher-restaurant/
1156,Dnister,3.9,9,"Praha, Na Moráni 1749/6, 12800",https://www.restu.cz/restaurace-dnister/
1157,Pizzerie Domino,0,1,"Praha, Ašská 107, 19900",https://www.restu.cz/restaurace-domino-2/
1158,Di Carlo Lhotka,4.1,59,"Praha, Novodvorská 1010/14, 14200",https://www.restu.cz/di-carlo-lhotka/
1159,Dřevák,0,3,"Praha, U Klubu 63/2, 14300",https://www.restu.cz/restaurace-drevak-1/
1160,Restaurace Dvořák,0,1,"Praha, Na Kampě 497/3, 11800",https://www.restu.cz/restaurace-dvorak-2/
1161,Dynamo,4.1,103,"Praha, Pštrossova 220/29, 11000",https://www.restu.cz/dynamo-restaurant/
1162,Eso,0,1,"Praha, Zázvorkova 1480/11, 15500",https://www.restu.cz/restaurace-eso-2/
1163,Fiesta,0,1,"Praha, Na Poříčí 1074/9, 11000",https://www.restu.cz/restaurace-fiesta/
1164,Restaurace Fort Zmrzlik,0,1,"Praha, K Zadní Kopanině 182, 15500",https://www.restu.cz/restaurace-fort-zmrzlik/
1165,Klubová restaurace Gatteo,0,1,"Praha, Dolnoměcholupská 209/17, 10200",https://www.restu.cz/restaurace-gatteo/
1166,Restaurace hotelu Globus,0,5,"Praha, Gregorova 2115/10, 14800",https://www.restu.cz/restaurace-globus-3/
1167,Restaurace Gurmán,0,1,"Praha, Starostrašnická 950/54, 10000",https://www.restu.cz/restaurace-gurman-3/
1168,Gurmania Smíchov,3.8,24,"Praha, Rozkošného 895/6, 15000",https://www.restu.cz/restaurace-gurmania-1/
1169,Hamr - Sport,0,2,"Praha, Vltavanů 1542, 14700",https://www.restu.cz/restaurace-hamr-sport/
1170,Bárka Gutovka,0,1,"Praha, Gutova 1987/39, 10000",https://www.restu.cz/barka-gutovka/
1171,Restaurace Hamr - Sport,0,2,"Praha, ul. Záběhlická, 10600",https://www.restu.cz/restaurace-hamr-sport-1/
1172,Harmony,4.2,8,"Praha, Plukovníka Mráze 1182/24, 10200",https://www.restu.cz/restaurace-harmony/
1173,Haštalský dědek,4.0,24,"Praha, Haštalská 731/20, 11000",https://www.restu.cz/restaurace-hastalsky-dedek/
1174,HC Kobra,0,1,"Praha, Mikuleckého 1584/1, 14700",https://www.restu.cz/restaurace-hc-kobra/
1175,Šenkýrna Hlubina,3.7,15,"Praha, Lidická 311/37, 15000",https://www.restu.cz/restaurace-hlubina/
1176,Hokejka Breitcetlova,3.9,13,"Praha, Breitcetlova 771/6, 19800",https://www.restu.cz/restaurace-hokejka-3/
1177,Restaurace Hotelu Krystal,0,1,"Praha, José Martího 407/2, 16200",https://www.restu.cz/restaurace-hotelu-krystal/
1178,Chaloupka,0,1,"Praha, Jana Želivského 1918/1, 13000",https://www.restu.cz/restaurace-chaloupka-6/
1179,Chapadlo - Nusle,3.8,26,"Praha, Nuselská 242/44, 14000",https://www.restu.cz/restaurace-chapadlo-nusle/
1180,Bowling Bar Chmelnice,0,1,"Praha, Koněvova 1956/214, 13000",https://www.restu.cz/bowling-bar-chmelnice/
1181,Restaurace Jenerálka,4.5,20,"Praha, Horoměřická 2337/8, 16400",https://www.restu.cz/restaurace-jeneralka/
1182,Jiný stav,4.0,26,"Praha, Rumunská 690/15, 12000",https://www.restu.cz/restaurace-jiny-stav/
1183,Restaurace Kaňka,0,1,"Praha, 28. pluku 484/15, 10100",https://www.restu.cz/restaurace-kanka/
1184,Restaurace Kart centrum,0,1,"Praha, Výpadová 1335, 15300",https://www.restu.cz/restaurace-kart-centrum/
1185,Kasta,0,1,"Praha, Stochovská 138/9, 16100",https://www.restu.cz/restaurace-kasta/
1186,Restaurace Kaštan,4.3,15,"Praha, V kruhu 220/2, 16000",https://www.restu.cz/restaurace-kastan-2/
1187,Školka,0,1,"Praha, Hrabákova 2001/21, 14800",https://www.restu.cz/restaurace-klub-skolka/
1188,Kobyla,3.2,15,"Praha, Klapkova 172/8, 18200",https://www.restu.cz/restaurace-kobyla/
1189,Konvikt,0,4,"Praha, Bartolomějská 291/11, 11000",https://www.restu.cz/restaurace-konvikt/
1190,Koppernik,0,5,"Praha, Bělohorská 125/24, 16900",https://www.restu.cz/koppernik/
1191,Plzeňský restaurant Kopyto,3.9,64,"Praha, Bořivojova 883/116, 13000",https://www.restu.cz/restaurace-kopyto/
1192,Kotelna,3.9,10,"Praha, Jiříčkové 3269/4, 10600",https://www.restu.cz/restaurace-kotelna-1/
1193,Restaurace Kozíček,0,1,"Praha, Ohradská 264/4, 15800",https://www.restu.cz/restaurace-kozicek/
1194,Kozlovna,4.4,95,"Praha, Lidická 796/20, 15000",https://www.restu.cz/restaurace-kozlovna/
1195,Království,0,1,"Praha, Kubelíkova 1215/36, 13000",https://www.restu.cz/restaurace-kralovstvi-s-r-o/
1196,Krokodýl,4.6,11,"Praha, Lomecká 1807, 19016",https://www.restu.cz/restaurace-krokodyl-1/
1197,Restaurace Kryštof Cyrano,0,1,"Praha, Slovinská 764/13, 10100",https://www.restu.cz/restaurace-krystof-cyrano/
1198,Restaurace K Zahrádkám,0,1,"Praha, K zahrádkám 1047/21A, 15500",https://www.restu.cz/restaurace-k-zahradkam/
1199,Restaurace La Rocket,0,1,"Praha, Českomoravská 316/24, 19000",https://www.restu.cz/restaurace-la-rocket-2/
1200,Restaurace Letecký Klub,0,1,"Praha, Beranových 65, 19900",https://www.restu.cz/restaurace-letecky-klub/
1201,Letňanka,0,1,"Praha, Rychnovská 561/2, 19900",https://www.restu.cz/restaurace-letnanka/
1202,Hostinec U Viléma,0,1,"Praha, Čs. armády 276/3, 16000",https://www.restu.cz/hostinec-u-vilema/
1203,Restaurace Libuše,0,1,"Praha, Pod Vlachovkou 787/20, 18200",https://www.restu.cz/restaurace-libuse-1/
1204,Restaurace Lokáda,0,1,"Praha, U průhonu 320/1, 17000",https://www.restu.cz/restaurace-lokada/
1205,Restaurace Loreta,0,1,"Praha, Evropská 370/15, 16000",https://www.restu.cz/restaurace-loreta/
1206,Restaurace Lubor,0,1,"Praha, Elišky Přemyslovny 438, 15600",https://www.restu.cz/restaurace-lubor/
1207,Maják,3.4,34,"Praha, Krejnická 2021/1, 14800",https://www.restu.cz/restaurace-majak-1/
1208,Art Restaurant Mánes,4.3,33,"Praha, Masarykovo nábřeží 250/1, 11000",https://www.restu.cz/art-restaurant-manes/
1209,Marol,0,1,"Praha, Preslova 1266/11, 15000",https://www.restu.cz/restaurace-marol/
1210,Minigolf,4.2,39,"Praha, Nad Lesním divadlem 1354/8, 14200",https://www.restu.cz/restaurace-minigolf-3/
1211,Mona Lisa,4.0,13,"Praha, Opletalova 1567/32, 11000",https://www.restu.cz/restaurace-mona-lisa/
1212,Morava,0,1,"Praha, Krásova 704/10, 13000",https://www.restu.cz/restaurace-morava-5/
1213,Hostinec na Betáni,0,1,"Praha, Vídeňská 51/138, 14800",https://www.restu.cz/restaurace-na-betani/
1214,Na Blatově,0,1,"Praha, Starokolínská 311, 19016",https://www.restu.cz/restaurace-na-blatove/
1215,Restaurace na Cikánce,0,1,"Praha, U Cikánky 76/5, 15500",https://www.restu.cz/restaurace-na-cikance/
1216,Nad Alejí,3.9,25,"Praha, Brunclíkova 1875/17, 16200",https://www.restu.cz/restaurace-nad-aleji/
1217,Na Farkáně,4.4,65,"Praha, Na Farkáně III 194/32, 15000",https://www.restu.cz/restaurace-na-farkane/
1218,Restaurace Na Hřišti,0,1,"Praha, Štramberská 143/12, 10700",https://www.restu.cz/restaurace-na-hristi-5/
1219,Restaurace Na Chlumecké,0,1,"Praha, Cíglerova 1138/7, 19800",https://www.restu.cz/restaurace-na-chlumecke/
1220,Na Klárově,0,3,"Praha, U železné lávky 130/16, 11800",https://www.restu.cz/restaurace-na-klarove/
1221,Restaurace Na Kotvě,0,1,"Praha, Březnická 534, 19900",https://www.restu.cz/restaurace-na-kotve/
1222,Restaurace Na Kovárně,0,1,"Praha, Kralupská 31/44, 16100",https://www.restu.cz/restaurace-na-kovarne-8/
1223,Restaurace Na Královce,0,1,"Praha, Vysočanská 556/65, 19000",https://www.restu.cz/restaurace-na-kralovce/
1224,Restaurace Na Křižovatce,0,1,"Praha, Lípová 469/2, 12000",https://www.restu.cz/restaurace-na-krizovatce-4/
1225,Na Květnici,4.3,44,"Praha, Na květnici 700/1A, 14000",https://www.restu.cz/na-kvetnici/
1226,Na Mělnické,0,1,"Praha, Ořechová 962/2, 18200",https://www.restu.cz/restaurace-na-melnicke/
1227,Restaurace Na Pankráci,0,1,"Praha, Pikrtova 1321/1, 14000",https://www.restu.cz/restaurace-na-pankraci/
1228,Na Rychtě Chodov,3.0,7,"Praha, Starochodovská 5/72, 14900",https://www.restu.cz/restaurace-na-rychte-2/
1229,Na Rychtě Nusle,0,2,"Praha, Oldřichova 251/3, 12800",https://www.restu.cz/restaurace-na-rychte-1/
1230,Na Hřišti Čentická,0,1,"Praha, Čentická 1470, 19016",https://www.restu.cz/restaurace-na-stadionu/
1231,Restaurace Na Staré Hospodě,0,1,"Praha, Poděbradská 110, 19800",https://www.restu.cz/restaurace-na-stare-hospode/
1232,Restaurace Na Staré Kovárně,0,1,"Praha, Kamenická 17, 17000",https://www.restu.cz/restaurace-na-stare-kovarne-2/
1233,Restaurace Na Střelnici,0,1,"Praha, Na Maninách 18, 17000",https://www.restu.cz/restaurace-na-strelnici-3/
1234,Na terase,0,1,"Praha, Brandlova 1639/6, 14900",https://www.restu.cz/restaurace-na-terase-3/
1235,Na Tetíně,0,2,"Praha, Nuselská 61, 14000",https://www.restu.cz/restaurace-na-tetine/
1236,Na Valentince,0,1,"Praha, Na Valentince 494/6, 15000",https://www.restu.cz/restaurace-na-valentince/
1237,Na Verandě,0,4,"Praha, Trousilova 1065/6, 18200",https://www.restu.cz/restaurace-na-verande/
1238,Restaurace Na Výsluní,0,1,"Praha, Sluneční náměstí 2563/1, 15800",https://www.restu.cz/restaurace-na-vysluni-3/
1239,Restaurace Na Zastávce,0,1,"Praha, Kolbenova 659/16, 19000",https://www.restu.cz/restaurace-na-zastavce/
1240,Na Závisti,0,1,"Praha, Nad hradním potokem 2/35, 16200",https://www.restu.cz/restaurace-na-zavisti-4/
1241,Na Zelené lišce,0,2,"Praha, Pacovská 961/7, 14000",https://www.restu.cz/restaurace-na-zelene-lisce/
1242,Restaurace Na Zlaté vyhlídce,0,3,"Praha, Klapkova 1126/104, 18200",https://www.restu.cz/restaurace-na-zlate-vyhlidce/
1243,Na Ztracené,0,1,"Praha, Zoubkova 1231/4, 15000",https://www.restu.cz/restaurace-na-ztracene/
1244,Restaurace Nebozízek,4.2,23,"Praha, Petřínské sady 411/14, 11800",https://www.restu.cz/restaurace-nebozizek/
1245,Oáza,0,1,"Praha, Nádražní 279/1, 15000",https://www.restu.cz/restaurace-oaza-4/
1246,Hospoda Trefa,0,1,"Praha, Jeremenkova 1835/106, 14000",https://www.restu.cz/hospoda-trefa/
1247,Restaurace Obžerství,0,1,"Praha, Jakobiho 327, 10900",https://www.restu.cz/restaurace-obzerstvi/
1248,Restaurace Oceán,0,1,"Praha, U trojského zámku 120/3, 17100",https://www.restu.cz/restaurace-ocean/
1249,À la carte restaurace Olšanka,0,1,"Praha, Táboritská 1000/23, 13000",https://www.restu.cz/restaurace-olsanka/
1250,Restaurace Osteria Antika,0,1,"Praha, Jinonická 804/80, 15800",https://www.restu.cz/restaurace-osteria-antika/
1251,Restaurace Parník,0,1,"Praha, Generála Janouška 902/17, 19800",https://www.restu.cz/restaurace-parnik-1/
1252,Pět peněz,4.5,6,"Praha, Dělnická 30, 17000",https://www.restu.cz/restaurace-pet-penez/
1253,Restaurace Pivní sanatorium,0,1,"Praha, Štěrková 549/15, 15300",https://www.restu.cz/restaurace-pivni-sanatorium/
1254,Restaurace Plzeňka,0,1,"Praha, Běhounkova 2527/53, 15500",https://www.restu.cz/restaurace-plzenka-3/
1255,Pod Kavalírkou,0,1,"Praha, Pod Kavalírkou 471/38, 15000",https://www.restu.cz/restaurace-pod-kavalirkou/
1256,Restaurace Podolí,0,1,"Praha, Podolská 43/74, 14700",https://www.restu.cz/restaurace-podoli/
1257,Restaurace Pod radnicí,0,1,"Praha, Sluneční náměstí 2580/13, 15800",https://www.restu.cz/restaurace-pod-radnici-1/
1258,Pod vinicí,4.7,15,"Praha, Chuchelská 1721/6, 14300",https://www.restu.cz/restaurace-pod-vinici-1/
1259,Restaurace Pod Zvonečkem,0,1,"Praha, Střelničná 761/45, 18200",https://www.restu.cz/restaurace-pod-zvoneckem/
1260,Restaurace Pohádka,0,1,"Praha, Na rozcestí 1161/2, 19000",https://www.restu.cz/restaurace-pohadka-2/
1261,Prague Inn,0,1,"Praha, 28. října 378/15, 11000",https://www.restu.cz/restaurace-prague-inn/
1262,Restaurace Profesní dům,0,1,"Praha, Malostranské náměstí 2/25, 11800",https://www.restu.cz/restaurace-profesni-dum/
1263,Půda,4.5,14,"Praha, Počernická 509/85, 10800",https://www.restu.cz/restaurace-puda/
1264,Restaurace Radoň,0,1,"Praha, Šternberkova 766/19, 17000",https://www.restu.cz/restaurace-radon/
1265,Rio's Vyšehrad,0,1,"Praha, Štulcova 102/2, 12800",https://www.restu.cz/restaurace-rios-vysehrad/
1266,Restaurace Rodr,0,1,"Praha, Klapkova 731/34, 18200",https://www.restu.cz/restaurace-rodr/
1267,Restaurace Rosica,0,1,"Praha, Ruská 1230/154, 10000",https://www.restu.cz/restaurace-rosica/
1268,Restaurace Satanka,0,1,"Praha, Střelničná 1347/47, 18200",https://www.restu.cz/restaurace-satanka/
1269,Restaurace Sedm hvězd,0,1,"Praha, Nerudova 246/21, 11800",https://www.restu.cz/restaurace-sedm-hvezd/
1270,Restaurace Skanzen,0,1,"Praha, Sokolovská 352/23, 18600",https://www.restu.cz/restaurace-skanzen/
1271,Restaurace Slavie,0,1,"Praha, Kovářská 488/16, 19000",https://www.restu.cz/restaurace-slavie-4/
1272,Sokolovna Vykoukových,0,1,"Praha, Vykoukových 622/2, 15300",https://www.restu.cz/restaurace-sokolovna-25/
1273,Sokolovna Slezská,3.7,15,"Praha, Slezská 821/22, 12000",https://www.restu.cz/sokolovna-2/
1274,Restaurace Solidarita,0,1,"Praha, Dvouletky 1822/18, 10000",https://www.restu.cz/restaurace-solidarita/
1275,Restaurace Sparta,0,1,"Praha, Nad Královskou oborou 161/11, 17000",https://www.restu.cz/restaurace-sparta-1/
1276,Sparta,0,1,"Praha, Michelská 107/41, 14100",https://www.restu.cz/restaurace-sparta-4/
1277,Stará Promiň,0,1,"Praha, Pod Jarovem 2812/8, 13000",https://www.restu.cz/restaurace-stara-promin/
1278,Staré kino,0,3,"Praha, K Vidouli 727/18, 15500",https://www.restu.cz/restaurace-stare-kino/
1279,Staromáček,0,1,"Praha, Dlouhá 610/4, 11000",https://www.restu.cz/restaurace-staromacek/
1280,Stodola,0,1,"Praha, Starokolínská 242, 19016",https://www.restu.cz/restaurace-stodola-4/
1281,Restaurace Studna,0,5,"Praha, Sokolovská 416/124, 18600",https://www.restu.cz/restaurace-studna/
1282,Svaté peklo,0,1,"Praha, Hlavní 684/101, 14100",https://www.restu.cz/restaurace-svate-peklo/
1283,Svatý Prokop,0,1,"Praha, Velichovská 1393/17, 15500",https://www.restu.cz/restaurace-svaty-prokop/
1284,Restaurace Šárka,3.6,7,"Praha, Nad Lávkou 5/790, 16000",https://www.restu.cz/restaurace-sarka/
1285,Restaurace Školička,0,1,"Praha, Klíčovská 805/11, 19000",https://www.restu.cz/restaurace-skolicka/
1286,Taste of Retro,0,1,"Praha, Litevská 1174/8, 10000",https://www.restu.cz/restaurace-taste-of-retro/
1287,Tkalcovský dvůr,0,1,"Praha, U lužického semináře 104/28, 11800",https://www.restu.cz/restaurace-tkalcovsky-dvur/
